职位月薪,工作地点,工作性质,工作经验,最低学历,招聘人数,职位类别,公司规模,公司性质,公司行业
3000-5000元/月,郑州-管城区,全职,1年以下,中专,3人,数据分析师,10000人以上,合资,计算机软件
8001-10000元/月,北京,全职,1-3年,大专,1人,数据运营,10000人以上,国企,IT服务(系统/数据/维护)
15001-20000元/月,北京,全职,不限,大专,1人,数据库开发工程师,500-999人,上市公司,基金/证券/期货/投资
6000-10000元/月,北京-宣武区,全职,不限,大专,6人,会计/会计师,1000-9999人,合资,基金/证券/期货/投资
7000-13000元/月,北京,全职,1-3年,大专,1人,其他,1000-9999人,民营,零售/批发
10001-15000元/月,北京-石景山区,全职,3-5年,大专,2人,证券分析/金融研究,1000-9999人,合资,基金/证券/期货/投资
10001-15000元/月,北京-宣武区,全职,1-3年,大专,3人,股票/期货操盘手,1000-9999人,合资,基金/证券/期货/投资
10001-15000元/月,北京-崇文区,全职,不限,大专,5人,综合业务专员/助理,1000-9999人,合资,基金/证券/期货/投资
10001-15000元/月,北京-朝阳区,全职,1-3年,大专,3人,证券分析/金融研究,1000-9999人,合资,基金/证券/期货/投资
15000-20000元/月,北京,全职,3-5年,本科,2人,销售运营经理/主管,1000-9999人,民营,互联网/电子商务
20001-30000元/月,北京,全职,3-5年,本科,1人,数据分析师,1000-9999人,股份制企业,互联网/电子商务
面议,北京-大兴区,全职,1-3年,本科,3人,其他,1000-9999人,外商独资,互联网/电子商务
6001-8000元/月,北京,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,大型设备/机电设备/重工业
6001-8000元/月,上海,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,上海,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
8001-10000元/月,北京-朝阳区,全职,不限,大专,3人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,大型设备/机电设备/重工业
6001-8000元/月,北京,全职,不限,大专,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,无锡,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,南京,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,上海,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,上海,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,上海,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,上海,全职,不限,大专,7人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,杭州,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,上海,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,上海,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
10001-15000元/月,北京,全职,1-3年,大专,5人,数据分析师,100-499人,股份制企业,基金/证券/期货/投资
15000-30000元/月,北京,全职,3-5年,硕士,1人,数据分析师,1000-9999人,民营,零售/批发
8001-10000元/月,北京,全职,1-3年,大专,6人,旅游产品/线路策划,100-499人,股份制企业,基金/证券/期货/投资
6000-10000元/月,北京,全职,不限,大专,1人,销售数据分析,保密,保密,保密
6000-10000元/月,上海,全职,不限,大专,1人,销售数据分析,100-499人,民营,互联网/电子商务
8001-10000元/月,北京-朝阳区,全职,1-3年,大专,6人,区域销售经理/主管,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,本科,8人,生产设备管理,100-499人,合资,基金/证券/期货/投资
6001-8000元/月,深圳,全职,不限,大专,8人,股票/期货操盘手,100-499人,股份制企业,基金/证券/期货/投资
面议,北京,全职,1-3年,本科,1人,风险控制,10000人以上,民营,基金/证券/期货/投资
8000-12000元/月,北京-朝阳区,全职,1-3年,大专,4人,股票/期货操盘手,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,1-3年,本科,8人,金融产品经理,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,大专,3人,实习生,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,杭州,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
10001-15000元/月,北京-朝阳区,全职,不限,大专,10人,证券分析/金融研究,100-499人,合资,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,本科,4人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-昌平区,全职,不限,不限,5人,财务分析员,1000-9999人,合资,基金/证券/期货/投资
10001-15000元/月,北京-朝阳区,全职,不限,中专,10人,证券分析/金融研究,100-499人,合资,基金/证券/期货/投资
面议,深圳-南山区,全职,1年以下,本科,1人,数据分析师,10000人以上,上市公司,计算机软件
10001-15000元/月,北京-朝阳区,全职,不限,大专,10人,证券分析/金融研究,100-499人,合资,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,本科,8人,高中教师,100-499人,合资,基金/证券/期货/投资
4001-6000元/月,北京,全职,不限,大专,4人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,深圳,全职,不限,大专,10人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
6000-10000元/月,北京-崇文区,全职,不限,大专,5人,销售运营专员/助理,1000-9999人,合资,基金/证券/期货/投资
6000-10000元/月,北京-东城区,全职,不限,不限,5人,财务分析员,1000-9999人,合资,基金/证券/期货/投资
面议,上海-长宁区,全职,3-5年,本科,2人,财务分析员,10000人以上,合资,互联网/电子商务
6001-8000元/月,济南,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,苏州,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
8001-10000元/月,北京,全职,不限,大专,1人,销售数据分析,100-499人,股份制企业,基金/证券/期货/投资
15001-20000元/月,北京,全职,1-3年,本科,5人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
15001-20000元/月,深圳,全职,1-3年,本科,1人,其他,1000-9999人,民营,互联网/电子商务
8001-10000元/月,北京-朝阳区,全职,不限,不限,1人,金融产品经理,100-499人,股份制企业,基金/证券/期货/投资
15001-20000元/月,北京,全职,不限,大专,3人,其他,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京-朝阳区,全职,不限,大专,10人,金融/经济研究员,100-499人,合资,基金/证券/期货/投资
5000-7000元/月,北京,全职,1-3年,本科,1人,销售数据分析,1000-9999人,上市公司,教育/培训/院校
面议,北京-朝阳区,全职,1-3年,本科,1人,数据分析师,10000人以上,合资,互联网/电子商务
8000-16000元/月,上海,全职,1-3年,本科,1人,数据分析师,1000-9999人,民营,互联网/电子商务
10001-15000元/月,北京,全职,无经验,大专,8人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
20001-30000元/月,北京-朝阳区,全职,不限,不限,1人,数据库开发工程师,1000-9999人,民营,教育/培训/院校
10001-15000元/月,北京,全职,不限,大专,10人,证券分析/金融研究,100-499人,合资,基金/证券/期货/投资
面议,北京,全职,3-5年,本科,3人,数据运营,10000人以上,合资,互联网/电子商务
10001-15000元/月,北京-朝阳区,全职,不限,本科,6人,证券分析/金融研究,100-499人,合资,基金/证券/期货/投资
8001-10000元/月,广州,全职,不限,本科,1人,其他,1000-9999人,上市公司,快速消费品（食品/饮料/烟酒/日化）
10001-15000元/月,北京,全职,1-3年,本科,3人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,本科,4人,系统分析员,100-499人,股份制企业,基金/证券/期货/投资
6000-10000元/月,上海-静安区,全职,不限,本科,5人,数据运营,10000人以上,合资,房地产/建筑/建材/工程
10001-15000元/月,北京,全职,不限,本科,3人,投资/理财服务,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,1年以下,本科,5人,投资/理财服务,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,不限,3人,其他,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,1-3年,本科,1人,数据分析师,1000-9999人,民营,互联网/电子商务
8001-10000元/月,南京,全职,不限,大专,6人,投资/理财服务,100-499人,股份制企业,基金/证券/期货/投资
20001-30000元/月,广州,全职,3-5年,本科,1人,数据分析师,100-499人,上市公司,IT服务(系统/数据/维护)
20001-30000元/月,北京,全职,不限,不限,1人,其他,1000-9999人,合资,通信/电信运营、增值服务
6001-8000元/月,大连,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,大型设备/机电设备/重工业
6000-10000元/月,深圳,全职,不限,大专,1人,销售数据分析,保密,保密,保密
10001-15000元/月,北京-朝阳区,全职,不限,大专,10人,证券分析/金融研究,100-499人,合资,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,4人,证券/投资客户代表,100-499人,合资,基金/证券/期货/投资
10001-15000元/月,上海,全职,不限,不限,1人,业务分析经理/主管,1000-9999人,民营,互联网/电子商务
15001-20000元/月,北京,全职,不限,大专,3人,其他,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,1-3年,大专,6人,金融产品销售,100-499人,股份制企业,基金/证券/期货/投资
6000-10000元/月,大连,全职,不限,大专,1人,销售数据分析,100-499人,股份制企业,互联网/电子商务
6001-8000元/月,天津,全职,不限,大专,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
面议,北京,全职,1-3年,本科,3人,数据分析师,10000人以上,合资,互联网/电子商务
面议,北京,全职,1-3年,本科,1人,数据运营,10000人以上,上市公司,计算机软件
8001-10000元/月,北京,全职,1-3年,大专,8人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,深圳,全职,不限,大专,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,杭州,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
6001-8000元/月,青岛,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
8001-10000元/月,北京-朝阳区,全职,不限,大专,6人,储备经理人,100-499人,股份制企业,基金/证券/期货/投资
15001-20000元/月,北京,全职,1-3年,本科,1人,数据运营,1000-9999人,民营,教育/培训/院校
面议,上海-长宁区,全职,3-5年,本科,2人,财务分析员,10000人以上,合资,互联网/电子商务
8001-10000元/月,北京-朝阳区,全职,不限,大专,1人,储备经理人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,1-3年,大专,9人,计算机辅助设计师,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,1-3年,大专,9人,网络运营专员/助理,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,1-3年,大专,6人,房地产中介/交易,100-499人,股份制企业,基金/证券/期货/投资
面议,北京,全职,1-3年,本科,3人,风险控制,10000人以上,民营,基金/证券/期货/投资
10001-15000元/月,北京,全职,1-3年,大专,8人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,1-3年,大专,8人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,上海,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,大型设备/机电设备/重工业
8001-10000元/月,杭州,全职,1-3年,本科,1人,数据运营,10000人以上,国企,IT服务(系统/数据/维护)
8001-10000元/月,北京,全职,1-3年,大专,3人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,大连,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,大型设备/机电设备/重工业
6000-10000元/月,北京-崇文区,全职,不限,不限,1人,业务拓展专员/助理,1000-9999人,合资,基金/证券/期货/投资
6001-8000元/月,天津,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,大型设备/机电设备/重工业
6001-8000元/月,合肥,全职,不限,不限,20人,数据库开发工程师,100-499人,合资,电子技术/半导体/集成电路
10001-15000元/月,北京,全职,不限,大专,10人,证券分析/金融研究,100-499人,合资,基金/证券/期货/投资
15001-20000元/月,北京,全职,1-3年,本科,7人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,杭州,全职,1-3年,大专,1人,数据运营,10000人以上,国企,IT服务(系统/数据/维护)
